Logan V48.36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
rawFileName=Z:\home\gibraa\Dropbox\Universita\DISA\Theses\Armend\pm k1 200 a final vm 2022 0401 202208071600.raw;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
From=0.0; To=36.8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Time;Sats;Vel;V(Acc);Dist;StRate;Acc(1);Acc(2);Acc(3);Ac3Dif;Yaw;Pitch;Roll;GyroRaw1;GyroRaw2;GyroRaw3;Gyr0[degrees/s];Gyr1[degrees/s];Gyr2[degrees/s];Mag1;Mag2;Mag3;Stk;Lat;Long;Alt;gps time;Sat#;Status;Az;El;SNR;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.82;17;1.24;1.16;1974.2;107.1;0.39;0.13;1.33;0.20;-5.78;-1.11;-6.888143;-5376;894;182;-41.40;8.91;3.14;-2048;-2048;-2048;;0.77976858;-1.10931393;21;51562.90;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
0.83;;1.24;1.17;1974.2;107.1;0.29;0.18;1.43;0.20;-5.74;-1.02;-7.183851;-4102;788;288;-31.68;7.98;4.01;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.84;;1.24;1.18;1974.2;107.1;0.20;0.28;1.49;0.20;-5.72;-0.94;-7.308700;-1867;673;195;-14.63;6.98;3.24;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.85;;1.24;1.19;1974.2;107.1;0.11;0.13;1.19;0.21;-5.69;-0.85;-7.304556;-177;717;153;-1.73;7.37;2.90;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.86;;1.24;1.19;1974.3;107.1;0.01;0.10;0.97;0.23;-5.67;-0.72;-7.191891;1248;1163;154;9.14;11.26;2.91;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.87;;1.24;1.18;1974.3;107.1;-0.02;0.03;1.13;0.25;-5.65;-0.57;-6.998595;2310;1485;125;17.25;14.07;2.67;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.88;;1.24;1.18;1974.3;107.1;0.06;0.16;1.28;0.26;-5.64;-0.43;-6.673985;4040;1395;25;30.45;13.28;1.85;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.89;;1.24;1.21;1974.3;107.1;0.31;0.06;1.13;0.28;-5.64;-0.29;-6.240134;5484;1319;-236;41.47;12.62;-0.28;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.90;;1.24;1.26;1974.3;107.1;0.53;-0.03;0.90;0.30;-5.66;-0.16;-5.726225;6548;1160;-321;49.59;11.23;-0.98;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.91;;1.24;1.32;1974.3;107.1;0.68;0.06;1.07;0.30;-5.68;-0.07;-5.218954;6476;836;-436;49.04;8.40;-1.92;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.92;17;1.16;1.38;1974.3;107.1;0.75;-0.25;1.20;0.30;-5.71;0.02;-4.746806;6030;748;-447;45.64;7.64;-2.01;-2048;-2048;-2048;;0.77976857;-1.10931395;21;51563.00;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
0.93;;1.16;1.44;1974.3;107.1;0.74;-0.02;0.77;0.29;-5.72;0.12;-4.357159;4961;830;-291;37.48;8.35;-0.73;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.94;;1.16;1.50;1974.3;107.1;0.67;-0.14;0.96;0.27;-5.73;0.21;-4.026146;4203;864;-236;31.69;8.65;-0.28;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.95;;1.16;1.56;1974.4;107.1;0.69;0.02;1.15;0.24;-5.74;0.28;-3.744535;3565;538;-192;26.82;5.80;0.08;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.96;;1.16;1.62;1974.4;107.1;0.73;-0.02;0.97;0.20;-5.74;0.32;-3.556000;2352;121;-148;17.57;2.16;0.44;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.97;;1.16;1.68;1974.4;107.1;0.72;-0.01;1.00;0.18;-5.72;0.32;-3.478215;904;-259;105;6.52;-1.15;2.51;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.98;;1.16;1.73;1974.4;107.1;0.66;-0.11;0.96;0.16;-5.70;0.27;-3.479638;-133;-805;134;-1.39;-5.92;2.75;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.99;;1.16;1.78;1974.4;107.1;0.58;-0.20;0.88;0.15;-5.66;0.21;-3.592274;-1593;-900;305;-12.54;-6.75;4.14;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.00;;1.16;1.82;1974.4;107.1;0.54;-0.12;0.92;0.14;-5.60;0.14;-3.826153;-3188;-1044;566;-24.71;-8.01;6.28;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.01;;1.16;1.86;1974.4;107.1;0.49;0.18;0.84;0.14;-5.54;0.07;-4.117115;-3944;-1077;662;-30.48;-8.29;7.07;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.02;17;2.05;1.88;1974.5;107.1;0.45;0.24;0.92;0.14;-5.47;-0.01;-4.411098;-3992;-1230;717;-30.84;-9.63;7.52;-2048;-2048;-2048;;0.77976854;-1.10931398;21;51563.10;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
1.03;;2.05;1.93;1974.5;107.1;0.47;0.27;1.05;0.14;-5.40;-0.11;-4.675395;-3611;-1379;766;-27.94;-10.93;7.92;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.04;;2.05;1.97;1974.5;107.1;0.52;0.21;0.91;0.14;-5.32;-0.24;-4.930323;-3496;-1698;763;-27.06;-13.72;7.89;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.05;;2.05;2.03;1974.5;107.1;0.59;0.08;0.91;0.15;-5.24;-0.38;-5.193235;-3609;-1900;891;-27.92;-15.48;8.94;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.06;;2.05;2.08;1974.5;107.1;0.65;0.19;0.93;0.15;-5.15;-0.52;-5.454677;-3598;-1943;1000;-27.84;-15.85;9.83;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.07;;2.05;2.14;1974.6;107.1;0.61;0.29;0.94;0.15;-5.05;-0.66;-5.688054;-3238;-1881;1045;-25.09;-15.31;10.20;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.08;;2.05;2.18;1974.6;107.1;0.52;0.20;0.93;0.16;-4.96;-0.80;-5.900962;-2977;-1826;1059;-23.10;-14.83;10.31;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.09;;2.05;2.21;1974.6;107.1;0.39;-0.01;0.95;0.17;-4.86;-0.94;-6.136921;-3287;-1844;1094;-25.46;-14.99;10.60;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.10;;2.05;2.23;1974.6;107.1;0.27;-0.06;1.06;0.17;-4.75;-1.08;-6.452163;-4336;-1937;1257;-33.47;-15.80;11.93;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.11;;2.05;2.24;1974.6;107.1;0.17;0.16;1.05;0.17;-4.62;-1.23;-6.777741;-4482;-1961;1395;-34.58;-16.01;13.06;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.12;;2.05;2.23;1974.7;107.1;0.08;0.34;1.02;0.16;-4.50;-1.37;-7.035741;-3605;-1912;1419;-27.89;-15.58;13.26;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.13;;2.05;2.23;1974.7;107.1;0.05;0.34;0.96;0.15;-4.38;-1.49;-7.194326;-2308;-1756;1402;-17.99;-14.22;13.12;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.14;17;2.20;2.23;1974.7;107.1;0.11;0.24;1.00;0.14;-4.25;-1.61;-7.274975;-1290;-1578;1436;-10.22;-12.67;13.40;-2048;-2048;-2048;;0.77976851;-1.10931401;21;51563.20;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
1.15;;2.20;2.24;1974.7;107.1;0.16;0.16;1.01;0.14;-4.12;-1.69;-7.300320;-567;-1243;1524;-4.71;-9.74;14.12;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.16;;2.20;2.26;1974.7;107.1;0.20;0.35;0.97;0.14;-3.98;-1.75;-7.241466;537;-1007;1621;3.72;-7.68;14.91;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.17;;2.20;2.28;1974.8;107.1;0.25;0.44;0.93;0.14;-3.85;-1.79;-7.018639;2691;-812;1526;20.16;-5.98;14.14;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.18;;2.20;2.30;1974.8;107.1;0.29;0.37;1.03;0.16;-3.72;-1.81;-6.646583;4656;-524;1496;35.15;-3.47;13.89;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.19;;2.20;2.32;1974.8;107.1;0.28;0.31;1.00;0.18;-3.59;-1.81;-6.130109;6562;-247;1460;49.69;-1.05;13.60;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.20;;2.20;2.32;1974.8;107.1;0.10;0.30;0.80;0.21;-3.47;-1.77;-5.465872;8516;159;1405;64.61;2.49;13.15;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.21;;2.20;2.30;1974.9;107.1;-0.20;0.38;0.85;0.23;-3.36;-1.70;-4.658199;10417;504;1256;79.11;5.51;11.93;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.22;;2.20;2.25;1974.9;107.1;-0.28;0.34;0.93;0.25;-3.27;-1.60;-3.744460;11831;757;996;89.90;7.71;9.80;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.23;17;2.48;2.23;1974.9;107.1;-0.19;-0.08;0.82;0.26;-3.20;-1.49;-2.779688;12525;1008;805;95.20;9.91;8.24;-2048;-2048;-2048;;0.77976847;-1.10931405;21;51563.30;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
1.24;;2.48;2.21;1974.9;107.1;-0.19;-0.33;0.75;0.26;-3.14;-1.37;-1.839446;12228;1114;668;92.93;10.83;7.11;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.25;;2.48;2.18;1974.9;107.1;-0.25;-0.64;0.93;0.25;-3.09;-1.25;-1.035845;10458;1069;507;79.43;10.44;5.80;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.26;;2.48;2.15;1975.0;107.1;-0.26;-0.74;0.98;0.24;-3.05;-1.15;-0.434542;7822;790;400;59.31;8.00;4.92;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.27;;2.48;2.13;1975.0;107.1;-0.16;-0.55;0.97;0.22;-3.02;-1.07;-0.023385;5340;694;305;40.37;7.16;4.14;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.28;;2.48;2.12;1975.0;107.1;-0.11;-0.48;1.23;0.20;-3.00;-1.04;0.262071;3699;32;198;27.85;1.39;3.27;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.29;;2.48;2.11;1975.0;107.1;-0.11;-0.40;1.21;0.18;-2.99;-1.02;0.455816;2501;-83;87;18.71;0.38;2.36;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.30;;2.48;2.10;1975.1;107.1;-0.10;-0.26;1.07;0.16;-2.99;-0.99;0.581559;1612;34;-110;11.92;1.40;0.75;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.31;;2.48;2.08;1975.1;107.1;-0.13;-0.35;1.18;0.15;-3.01;-0.95;0.635186;667;199;-259;4.71;2.84;-0.47;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.32;;2.48;2.05;1975.1;107.1;-0.16;-0.32;1.18;0.15;-3.03;-0.89;0.604211;-444;383;-342;-3.77;4.45;-1.15;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.33;17;2.44;2.02;1975.1;107.1;-0.24;-0.23;1.23;0.15;-3.06;-0.83;0.490491;-1533;449;-378;-12.08;5.03;-1.44;-2048;-2048;-2048;;0.77976844;-1.10931408;21;51563.40;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
1.34;;2.44;1.99;1975.2;107.1;-0.30;-0.10;1.38;0.16;-3.08;-0.78;0.333490;-2106;267;-426;-16.45;3.44;-1.84;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.35;;2.44;1.97;1975.2;107.1;-0.26;0.11;1.28;0.17;-3.12;-0.75;0.197495;-1836;28;-530;-14.39;1.35;-2.69;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.36;;2.44;1.95;1975.2;142.9;-0.16;0.24;1.19;0.17;-3.17;-0.74;0.134613;-881;-99;-695;-7.10;0.24;-4.04;-2048;-2048;-2048;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.37;;2.44;1.95;1975.2;142.9;-0.04;0.26;1.32;0.17;-3.24;-0.72;0.140864;24;-110;-866;-0.20;0.15;-5.44;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.38;;2.44;1.96;1975.3;142.9;0.10;0.17;1.24;0.16;-3.31;-0.70;0.194153;641;-24;-942;4.51;0.90;-6.06;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.39;;2.44;1.97;1975.3;142.9;0.18;0.14;1.12;0.16;-3.38;-0.68;0.300008;1332;-31;-932;9.78;0.84;-5.98;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.40;;2.44;1.99;1975.3;142.9;0.21;0.20;1.18;0.15;-3.45;-0.64;0.471022;2190;216;-955;16.33;2.99;-6.17;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.41;;2.44;2.02;1975.3;142.9;0.31;0.19;1.11;0.15;-3.53;-0.58;0.734313;3406;317;-1044;25.61;3.87;-6.89;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.42;;2.44;2.06;1975.4;142.9;0.49;0.16;1.08;0.14;-3.61;-0.52;1.081543;4515;417;-1051;34.07;4.75;-6.95;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.43;17;2.08;2.12;1975.4;142.9;0.68;0.12;1.20;0.14;-3.69;-0.47;1.478728;5180;362;-1040;39.15;4.27;-6.86;-2048;-2048;-2048;;0.77976842;-1.10931410;21;51563.50;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
1.44;;2.08;2.19;1975.4;142.9;0.71;0.13;1.15;0.14;-3.76;-0.45;1.931027;5914;-5;-1003;44.75;1.06;-6.56;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.45;;2.08;2.26;1975.4;142.9;0.80;0.09;1.08;0.14;-3.84;-0.43;2.460266;6936;-51;-1017;52.55;0.66;-6.67;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.46;;2.08;2.33;1975.4;142.9;0.79;0.06;1.09;0.15;-3.91;-0.41;3.043753;7662;-42;-997;58.09;0.74;-6.51;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.47;;2.08;2.39;1975.5;142.9;0.74;-0.14;0.89;0.15;-3.99;-0.37;3.619685;7578;135;-1020;57.45;2.28;-6.70;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.48;;2.08;2.45;1975.5;142.9;0.66;-0.16;1.00;0.15;-4.06;-0.33;4.158352;7104;177;-889;53.83;2.65;-5.63;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.49;;2.08;2.50;1975.5;142.9;0.61;-0.31;1.10;0.15;-4.12;-0.32;4.617681;6077;-108;-901;45.99;0.16;-5.72;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.50;;2.08;2.54;1975.5;142.9;0.52;-0.34;0.96;0.15;-4.18;-0.32;4.992845;4985;-312;-820;37.66;-1.62;-5.06;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.51;;2.08;2.58;1975.6;142.9;0.51;-0.29;1.07;0.14;-4.24;-0.35;5.281918;3866;-644;-819;29.12;-4.52;-5.05;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.52;;2.08;2.61;1975.6;142.9;0.42;-0.32;1.16;0.13;-4.30;-0.42;5.467067;2511;-1017;-840;18.78;-7.77;-5.22;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.53;17;2.90;2.64;1975.6;142.9;0.41;-0.30;1.05;0.11;-4.36;-0.47;5.578410;1549;-936;-848;11.44;-7.06;-5.29;-2048;-2048;-2048;;0.77976838;-1.10931415;21;51563.60;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
1.54;;2.90;2.63;1975.6;142.9;0.40;-0.32;0.96;0.10;-4.43;-0.53;5.636949;861;-898;-885;6.19;-6.73;-5.59;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.55;;2.90;2.67;1975.7;142.9;0.39;-0.34;1.04;0.09;-4.50;-0.58;5.647125;230;-804;-982;1.38;-5.91;-6.39;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.56;;2.90;2.70;1975.7;142.9;0.33;-0.31;1.01;0.08;-4.57;-0.61;5.645885;83;-703;-987;0.25;-5.03;-6.43;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.57;;2.90;2.72;1975.7;142.9;0.32;-0.29;1.00;0.07;-4.65;-0.66;5.601330;-483;-833;-1079;-4.07;-6.17;-7.18;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.58;;2.90;2.75;1975.7;142.9;0.28;-0.21;1.05;0.07;-4.74;-0.73;5.556475;-485;-1058;-1177;-4.08;-8.13;-7.98;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.59;;2.90;2.77;1975.8;142.9;0.27;-0.18;1.08;0.07;-4.83;-0.82;5.506737;-547;-1293;-1260;-4.55;-10.18;-8.66;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.60;;2.90;2.79;1975.8;142.9;0.31;-0.19;1.01;0.07;-4.93;-0.91;5.472294;-344;-1384;-1357;-3.00;-10.97;-9.45;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.61;;2.90;2.81;1975.8;142.9;0.25;-0.24;0.92;0.08;-5.05;-1.01;5.421050;-562;-1349;-1481;-4.67;-10.67;-10.47;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.62;17;3.19;2.83;1975.9;142.9;0.19;-0.24;0.95;0.09;-5.16;-1.09;5.320992;-1201;-1263;-1527;-9.54;-9.92;-10.85;-2048;-2048;-2048;;0.77976833;-1.10931419;21;51563.70;17;0;0;0;0;2;0;0;0;0;25;0;0;0;0;19;0;0;0;0;4;0;0;0;0;20;0;0;0;0;6;0;0;0;0;9;0;0;0;0;11;0;0;0;0;12;0;0;0;0;7;2;0;0;0;21;2;0;0;0
1.63;;3.19;2.83;1975.9;142.9;0.09;-0.31;1.01;0.11;-5.28;-1.18;5.127774;-2424;-1293;-1541;-18.88;-10.18;-10.96;-2048;-2048;-2048;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
